"","ZipCode","City","Metro","CountyName"
"1614",91931,"Descanso","San Diego-Carlsbad","San Diego County"
"1615",95463,"Philo","Ukiah","Mendocino County"
"1616",92389,"Shoshone","","Inyo County"
"1617",93603,"Badger","Visalia-Porterville","Tulare County"
"1618",95923,"Canyon Dam","","Plumas County"
"1619",96112,"Fort Bidwell","","Modoc County"
"1620",93954,"San Lucas","Salinas","Monterey County"
"1621",95514,"Blocksburg","Eureka-Arcata-Fortuna","Humboldt County"
"1622",94576,"Deer Park","Napa","Napa County"
"1623",95972,"Bangor","Chico","Butte County"
"1624",95545,"Garberville","Eureka-Arcata-Fortuna","Humboldt County"
"1625",95385,"Vernalis","Modesto","Stanislaus County"
"1626",96071,"Old Station","Redding","Shasta County"
"1627",96129,"Beckwourth","","Plumas County"
"1628",96011,"Big Bend","Redding","Shasta County"
"1629",95493,"Upper Lake","Clearlake","Lake County"
"1630",94021,"Pescadero","San Francisco-Oakland-Hayward","San Mateo County"
"1631",93634,"Lakeshore","Fresno","Fresno County"
"1632",96116,"Likely","","Modoc County"
"1633",95735,"Twin Bridges","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1634",96017,"Castella","Redding","Shasta County"
"1635",95720,"Kyburz","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1636",93287,"Woody","Bakersfield","Kern County"
"1637",95417,"Branscomb","Ukiah","Mendocino County"
"1638",93623,"Fish Camp","","Mariposa County"
"1639",93670,"Visalia","Visalia-Porterville","Tulare County"
"1640",95680,"Walnut Grove","Sacramento--Roseville--Arden-Arcade","Sacramento County"
"1641",96031,"Etna","","Siskiyou County"
"1642",95646,"Kirkwood","","Alpine County"
"1643",96010,"Big Bar","","Trinity County"
"1644",93605,"Big Creek","Fresno","Fresno County"
"1645",96133,"Coleville","","Mono County"
"1646",96108,"New Pine Creek","","Modoc County"
"1647",96115,"Lake City","","Modoc County"
"1648",92318,"Loma Linda","Riverside-San Bernardino-Ontario","San Bernardino County"
"1649",95550,"Korbel","Eureka-Arcata-Fortuna","Humboldt County"
"1650",95325,"Hornitos","","Mariposa County"
"1651",95986,"Washington","Truckee-Grass Valley","Nevada County"
"1652",95984,"Twain","","Plumas County"
"1653",96110,"Cedarville","","Modoc County"
"1654",95679,"Brooks","Sacramento--Roseville--Arden-Arcade","Yolo County"
"1655",93512,"Benton","","Mono County"
"1656",93563,"Valyermo","Los Angeles-Long Beach-Anaheim","Los Angeles County"
"1657",95699,"Plymouth","","Amador County"
"1658",96085,"Klamath River","","Siskiyou County"
"1659",94950,"Point Reyes Station","San Francisco-Oakland-Hayward","Marin County"
"1660",93554,"Randsburg","Bakersfield","Kern County"
"1661",96135,"Chilcoot","","Plumas County"
"1662",96123,"Ravendale","Susanville","Lassen County"
"1663",93530,"Keeler","","Inyo County"
"1664",95347,"Coulterville","","Mariposa County"
"1665",96119,"Madeline","Susanville","Lassen County"
"1666",95715,"Soda Springs","Sacramento--Roseville--Arden-Arcade","Placer County"
"1667",96111,"Truckee","Truckee-Grass Valley","Nevada County"
"1668",96136,"Wendel","Susanville","Lassen County"
"1669",95981,"Strawberry Valley","","Plumas County"
"1670",94512,"Birds Landing","Vallejo-Fairfield","Solano County"
"1671",95724,"Soda Springs","Sacramento--Roseville--Arden-Arcade","Placer County"
"1672",96068,"Nubieber","Susanville","Lassen County"
"1673",93429,"Casmalia","Santa Maria-Santa Barbara","Santa Barbara County"
"1674",95958,"Nelson","Chico","Butte County"
"1675",92332,"Essex","Riverside-San Bernardino-Ontario","San Bernardino County"
"1676",96132,"Termo","Susanville","Lassen County"
"1677",93435,"Harmony","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County"
"1678",93519,"Mojave","Bakersfield","Kern County"
"1679",96061,"Mill Creek","Red Bluff","Tehama County"
"1680",95141,"San Jose","San Jose-Sunnyvale-Santa Clara","Santa Clara County"
"1681",93522,"Darwin","","Inyo County"
"1682",95980,"Tobin","","Plumas County"
"1683",95375,"Strawberry","Sonora","Tuolumne County"
"1684",95721,"Twin Bridges","Sacramento--Roseville--Arden-Arcade","El Dorado County"
"1685",95229,"Vallecito","","Calaveras County"
