year,county,city,population,murder_and_nonnegligent_manslaughter,rape,robbery,aggravated_assault,burglary,larceny_theft,vehicle_theft,arson,sum_violent_crime,sum_property_crime,sum_index_crimes,crime_index
2009,ventura,port hueneme,21440,1,7,23,50,90,223,39,6,81,358,433,0.02019589552238806
2009,san diego,poway,48931,0,5,26,88,169,453,72,1,119,695,813,0.016615233696429667
2009,sacramento,rancho cordova,63303,3,30,145,213,527,1011,390,1,391,1929,2319,0.036633334913037295
2009,san bernardino,rancho cucamonga,176676,1,20,123,198,860,2445,460,19,342,3784,4107,0.023245941723833458
2009,riverside,rancho mirage,17137,0,1,13,3,204,361,39,0,17,604,621,0.03623738110521095
2009,los angeles,rancho palos verdes,41093,0,2,8,32,115,247,24,3,42,389,428,0.010415399216411554
2009,orange,rancho santa margarita,49854,0,2,6,15,71,319,15,11,23,416,428,0.008585068399727204
2009,tehama,red bluff,14111,0,6,15,103,168,480,32,8,124,688,804,0.05697682658918574
2009,shasta,redding,91242,2,64,83,539,783,1992,204,17,688,2996,3667,0.040189824861357706
2009,san bernardino,redlands,70360,2,13,101,117,634,1544,295,16,233,2489,2706,0.038459351904491186
2009,los angeles,redondo beach,67268,0,7,90,102,297,1143,128,1,199,1569,1767,0.026268062080038058
2009,san mateo,redwood city,73905,1,20,89,122,437,1199,224,9,232,1869,2092,0.028306609836952844
2009,fresno,reedley,23744,5,9,27,103,118,368,136,4,144,626,766,0.032260781671159026
2009,san bernardino,rialto,99386,6,28,225,283,801,1391,670,15,542,2877,3404,0.03425029682249009
2009,contra costa,richmond,102566,47,44,407,597,1486,1533,1421,42,1095,4482,5535,0.05396525164284461
2009,kern,ridgecrest,25719,0,15,10,141,170,335,43,23,166,571,714,0.027761577044208563
2009,humboldt,rio dell,3184,0,1,1,7,20,71,6,5,9,102,106,0.03329145728643216
2009,solano,rio vista,8256,0,0,1,49,65,125,10,2,50,202,250,0.030281007751937983
2009,san joaquin,ripon,15039,0,4,7,21,38,233,41,2,32,314,344,0.022873861293969015
2009,stanislaus,riverbank,21226,3,1,11,42,172,332,73,4,57,581,634,0.02986902854989164
2009,riverside,riverside,299871,15,98,667,755,2020,6239,1331,79,1535,9669,11125,0.03709928602632465
2009,placer,rocklin,54919,0,11,17,43,221,735,65,5,71,1026,1092,0.019883828911669912
2009,sonoma,rohnert park,40401,0,8,27,166,155,698,52,13,201,918,1106,0.02737556001089082
2009,los angeles,rolling hills,1912,0,0,0,2,1,7,1,0,2,9,11,0.005753138075313808
2009,los angeles,rolling hills estates,7879,1,1,5,7,43,110,3,1,14,157,170,0.02157634217540297
2009,los angeles,rosemead,54501,2,13,114,117,283,571,231,4,246,1089,1331,0.024421570246417498
2009,placer,roseville,116846,2,14,92,215,525,3020,324,9,323,3878,4192,0.035876281601424094
2009,marin,ross,2272,0,0,0,0,9,8,2,0,0,19,19,0.008362676056338027
2009,sacramento,sacramento,470308,30,179,1606,2350,5135,11720,4146,168,4165,21169,25166,0.05350961497571804
2009,monterey,salinas,143660,29,47,379,678,1382,2463,1121,46,1133,5012,6099,0.04245440623694835
2009,marin,san anselmo,11943,0,4,2,9,59,191,6,2,15,258,271,0.022691116134974463
2009,san bernardino,san bernardino,199683,32,61,677,1138,2349,4775,2121,89,1908,9334,11153,0.05585352784162898
2009,san mateo,san bruno,40333,0,8,42,49,109,629,169,10,99,917,1006,0.024942354895495004
2009,san mateo,san carlos,27187,0,2,12,11,113,436,29,4,25,582,603,0.022179718247691913
2009,orange,san clemente,62821,1,8,28,32,168,644,54,11,69,877,935,0.014883558045876379
2009,monterey,sand city,375,0,0,4,0,3,105,7,0,4,115,119,0.31733333333333336
2009,san diego,san diego,1314773,41,318,1905,3667,6693,18057,7496,186,5931,32432,38177,0.029036951625870017
2009,los angeles,san dimas,35043,1,9,33,61,167,573,49,0,104,789,893,0.025482978055531777
2009,los angeles,san fernando,23856,0,6,38,46,82,198,102,1,90,383,472,0.019785378940308518
2009,san francisco,san francisco,809755,45,179,3423,2310,5197,24399,4913,198,5957,34707,40466,0.04997314002383437
2009,los angeles,san gabriel,40507,1,3,71,76,149,346,62,4,151,561,708,0.017478460512997753
2009,fresno,sanger,26285,0,8,18,99,165,517,96,5,125,783,903,0.034354194407456726
2009,riverside,san jacinto,39848,3,9,53,96,489,707,186,5,161,1387,1543,0.03872214414776149
2009,santa clara,san jose,954009,28,258,1025,2128,3741,13635,5379,243,3439,22998,26194,0.027456764034720846
2009,orange,san juan capistrano,34896,0,1,15,47,101,391,46,5,63,543,601,0.017222604309949565
2009,alameda,san leandro,77676,2,22,261,124,547,1966,932,12,409,3457,3854,0.04961635511612338
2009,san luis obispo,san luis obispo,43565,0,30,39,71,324,1240,68,50,140,1682,1772,0.04067485366693446
2009,san diego,san marcos,82258,2,16,68,140,307,901,208,4,226,1420,1642,0.019961584283595516
2009,los angeles,san marino,12792,0,2,3,4,44,109,4,0,9,157,166,0.012976860537836147
2009,san mateo,san mateo,92208,2,16,110,210,274,1720,178,19,338,2191,2510,0.02722106541731737
2009,contra costa,san pablo,30783,8,7,134,138,366,511,442,16,287,1335,1606,0.052171653185199625
2009,marin,san rafael,55544,1,14,77,112,333,1086,286,8,204,1713,1909,0.034369148782946855
2009,contra costa,san ramon,49660,0,1,17,28,156,769,62,14,46,1001,1033,0.020801449859041483
2009,orange,santa ana,339196,25,77,869,755,1160,4165,1473,94,1726,6892,8524,0.02513001332562884
2009,santa barbara,santa barbara,85715,3,29,109,287,610,2176,99,14,428,2899,3313,0.038651344572128564
2009,santa clara,santa clara,111106,6,20,63,79,428,2182,418,13,168,3041,3196,0.028765323204867424
2009,los angeles,santa clarita,171112,5,20,129,273,705,2035,327,38,427,3105,3494,0.02041937444480808
2009,santa cruz,santa cruz,56155,4,36,91,322,466,2467,183,23,453,3139,3569,0.06355622829667884
2009,los angeles,santa fe springs,17239,5,7,53,66,166,729,207,6,131,1108,1233,0.07152387029410058
2009,santa barbara,santa maria,87381,5,42,73,615,554,864,408,12,735,1838,2561,0.029308430894588067
2009,los angeles,santa monica,88038,3,14,162,214,512,2578,264,26,393,3380,3747,0.04256116676889525
2009,ventura,santa paula,28603,0,4,40,64,114,450,73,2,108,639,745,0.026046218928084466
2009,sonoma,santa rosa,156541,2,75,180,546,710,3165,390,14,803,4279,5068,0.03237490497697089
2009,san diego,santee,53957,0,12,37,123,193,684,116,5,172,998,1165,0.021591267120114166
2009,santa clara,saratoga,30486,1,1,3,12,97,156,10,8,17,271,280,0.009184543724988519
2009,marin,sausalito,7139,1,1,0,9,47,121,6,0,11,174,185,0.02591399355652052
2009,santa cruz,scotts valley,11098,0,2,1,6,59,219,8,0,9,286,295,0.026581366011894036
2009,orange,seal beach,24121,0,1,10,40,133,338,33,2,51,506,555,0.02300899631026906
2009,monterey,seaside,33875,1,13,48,105,172,467,75,11,167,725,881,0.026007380073800736
2009,sonoma,sebastopol,7487,0,1,4,10,68,121,11,2,15,202,215,0.028716441832509685
2009,fresno,selma,23181,1,6,45,49,187,567,244,18,101,1016,1099,0.04740951641430482
2009,kern,shafter,16174,3,5,18,47,241,317,104,18,73,680,735,0.045443304068257695
2009,los angeles,sierra madre,10860,0,0,0,10,46,87,7,0,10,140,150,0.013812154696132596
2009,los angeles,signal hill,11062,2,6,19,26,96,271,58,3,53,428,478,0.04321099258723558
2009,ventura,simi valley,121538,2,10,51,92,375,1508,114,16,155,2013,2152,0.017706396353403875
2009,san diego,solana beach,12807,0,2,11,20,48,162,22,1,33,233,265,0.020691809166861874
2009,monterey,soledad,28748,1,0,20,59,145,137,31,5,80,318,393,0.013670516209823291
2009,santa barbara,solvang,5127,0,0,0,8,23,46,0,0,8,69,77,0.015018529354398284
2009,sonoma,sonoma,9955,0,2,5,18,63,148,17,3,25,231,253,0.02541436464088398
2009,tuolumne,sonora,4573,0,7,7,36,56,388,13,2,50,459,507,0.11086813907719222
2009,los angeles,south el monte,21422,0,6,69,75,124,355,131,9,150,619,760,0.03547754644757726
2009,los angeles,south gate,96651,10,19,360,177,377,1070,1124,38,566,2609,3137,0.032456984407817815
2009,el dorado,south lake tahoe,23300,0,13,30,100,169,237,16,1,143,423,565,0.02424892703862661
2009,los angeles,south pasadena,24462,1,3,20,6,141,265,64,5,30,475,500,0.0204398659144796
2009,san mateo,south san francisco,62716,0,9,72,115,400,790,278,29,196,1497,1664,0.02653230435614516
2009,orange,stanton,37583,3,5,56,71,120,376,121,1,135,618,752,0.02000904664342921
2009,napa,st. helena,5803,0,0,0,4,24,49,4,0,4,77,81,0.01395829743236257
2009,san joaquin,stockton,292212,33,82,1259,2329,3980,9274,2173,33,3703,15460,19130,0.06546616839828617
2009,solano,suisun city,27056,1,12,30,66,150,466,90,6,109,712,815,0.030122708456534596
2009,santa clara,sunnyvale,132144,1,11,71,86,431,2026,312,21,169,2790,2938,0.022233321225329943
2009,lassen,susanville,17308,1,3,8,58,65,154,11,8,70,238,300,0.01733302519066328
2009,amador,sutter creek,2770,0,1,3,10,14,35,5,0,14,54,68,0.02454873646209386
2009,kern,taft,9184,0,1,6,40,60,197,21,0,47,278,325,0.03538763066202091
2009,kern,tehachapi,11807,1,2,1,35,116,203,21,0,39,340,379,0.03209960193105785
2009,riverside,temecula,100922,1,14,59,52,576,1574,220,4,126,2374,2496,0.02473197122530271
2009,los angeles,temple city,38909,0,0,20,36,176,194,86,0,56,456,512,0.013158909249787966
2009,ventura,thousand oaks,123735,2,19,40,102,323,1386,84,26,163,1819,1956,0.015807976724451448
2009,marin,tiburon,8675,1,0,0,4,10,92,7,1,5,110,114,0.01314121037463977
2009,los angeles,torrance,141109,1,25,139,94,442,2034,398,11,259,2885,3133,0.02220269437101815
2009,san joaquin,tracy,82019,5,4,80,64,476,1719,312,18,153,2525,2660,0.03243150977212597
2009,humboldt,trinidad,309,0,0,0,0,4,19,0,0,0,23,23,0.0744336569579288
2009,nevada,truckee,16447,1,3,2,18,58,151,8,3,24,220,241,0.014653128230072353
2009,tulare,tulare,58006,4,9,84,308,569,1733,377,34,405,2713,3084,0.05316691376754129
2009,siskiyou,tulelake,952,0,0,1,1,3,9,2,0,2,14,16,0.01680672268907563
2009,stanislaus,turlock,69859,6,22,117,264,805,1604,525,46,409,2980,3343,0.04785353354614295
2009,orange,tustin,72286,0,4,57,31,209,1039,131,8,92,1387,1471,0.020349721937857952
2009,san bernardino,twentynine palms,34083,0,5,9,100,211,311,50,12,114,584,686,0.020127336208667076
2009,mendocino,ukiah,14896,0,5,16,96,151,270,26,5,117,452,564,0.0378625134264232
2009,alameda,union city,72666,2,15,174,193,502,1258,355,25,384,2140,2499,0.034390223763520765
2009,solano,vacaville,92538,1,15,96,162,398,1567,157,9,274,2131,2396,0.02589206596209125
2009,solano,vallejo,114443,10,42,439,507,2358,1854,1266,48,998,5526,6476,0.05658712197338413
2009,ventura,ventura,103997,5,18,125,220,615,2276,177,23,368,3091,3436,0.03303941459849803
2009,los angeles,vernon,90,2,0,35,12,33,175,90,1,49,299,347,3.8555555555555556
2009,san bernardino,victorville,117150,10,48,289,436,1253,2219,467,35,783,3974,4722,0.04030729833546735
2009,orange,villa park,5968,0,1,1,0,22,75,1,0,2,98,100,0.01675603217158177
2009,tulare,visalia,124263,9,53,185,401,1261,3346,528,13,648,5148,5783,0.046538390349500657
2009,san diego,vista,91252,0,29,145,316,519,1341,378,13,490,2251,2728,0.029895235172927716
2009,los angeles,walnut,30819,0,3,21,19,122,299,35,1,43,457,499,0.016191310555177002
2009,contra costa,walnut creek,63356,1,4,41,85,504,1940,203,12,131,2659,2778,0.043847465117747335
2009,stanislaus,waterford,9124,0,1,5,26,62,137,20,1,32,220,251,0.02750986409469531
2009,santa cruz,watsonville,50898,4,17,86,243,285,1259,281,15,350,1840,2175,0.04273252387127196
2009,siskiyou,weed,3031,0,2,4,23,46,77,12,0,29,135,164,0.05410755526228967
2009,los angeles,west covina,105846,8,14,152,141,470,2199,613,5,315,3287,3597,0.03398333427810215
2009,los angeles,west hollywood,36020,0,10,115,201,286,1142,131,7,326,1566,1885,0.05233203775680178
2009,los angeles,westlake village,8479,0,0,3,2,33,103,6,0,5,142,147,0.017336950112041515
2009,orange,westminster,89057,0,14,93,158,406,1701,224,9,265,2340,2596,0.02914987030778041
2009,imperial,westmorland,2207,0,0,0,1,10,6,5,0,1,21,22,0.009968282736746714
2009,yolo,west sacramento,49646,4,23,73,89,325,742,205,24,189,1296,1461,0.029428352737380654
2009,yuba,wheatland,3771,0,0,0,4,17,39,1,0,4,57,61,0.01617608061522143
2009,los angeles,whittier,82096,3,16,94,224,400,1435,270,4,337,2109,2442,0.029745663613330735
2009,riverside,wildomar,31496,1,11,30,45,237,484,138,2,87,861,946,0.030035560071120144
2009,colusa,williams,4900,0,1,2,5,33,24,5,3,8,65,70,0.014285714285714285
2009,mendocino,willits,4960,0,1,8,16,29,46,17,2,25,94,117,0.023588709677419356
2009,glenn,willows,6272,0,1,3,15,60,170,12,0,19,242,261,0.04161352040816327
2009,sonoma,windsor,25634,1,8,11,60,86,247,19,3,80,355,432,0.01685261761722712
2009,yolo,winters,7074,1,1,1,7,37,133,14,1,10,185,194,0.027424370935821316
2009,tulare,woodlake,7506,0,1,6,19,48,114,45,2,26,209,233,0.031041833200106582
2009,yolo,woodland,55138,2,10,33,113,384,978,175,20,158,1557,1695,0.030741049729768943
2009,orange,yorba linda,66498,1,2,14,34,199,714,54,7,51,974,1018,0.015308731089656831
2009,napa,yountville,3265,0,2,0,2,11,31,1,0,4,43,47,0.01439509954058193
2009,siskiyou,yreka,7379,0,2,4,49,48,162,14,0,55,224,279,0.03781000135519718
2009,sutter,yuba city,62495,1,16,44,135,289,1130,136,10,196,1565,1751,0.028018241459316744
2009,san bernardino,yucaipa,50782,4,13,19,92,247,640,143,22,128,1052,1158,0.022803355519672323
2009,san bernardino,yucca valley,20798,1,7,12,63,187,329,54,6,83,576,653,0.0313972497355515
2010,san bernardino,adelanto,29697,4,9,39,190,359,273,94,13,242,739,968,0.03259588510623969
2010,los angeles,agoura hills,22318,0,2,1,15,59,173,8,0,18,240,258,0.011560175642978761
2010,alameda,alameda,71016,1,15,74,83,389,1360,215,10,173,1974,2137,0.03009181029627126
2010,alameda,albany,16096,0,5,24,8,95,392,95,4,37,586,619,0.03845675944333996
2010,los angeles,alhambra,84987,3,8,82,92,345,1460,270,18,185,2093,2260,0.026592302352124442
2010,orange,aliso viejo,41989,0,4,8,25,87,324,28,3,37,442,476,0.011336302364905093
2010,modoc,alturas,2733,0,2,0,3,28,30,5,1,5,64,68,0.024881083058909622
2010,napa,american canyon,17507,0,2,20,16,100,375,40,1,38,516,553,0.03158736505397841
2010,orange,anaheim,338492,7,88,492,574,1594,5869,1010,47,1161,8520,9634,0.02846152937144748
2010,shasta,anderson,10851,0,5,10,62,90,394,26,2,77,512,587,0.05409639664547047
2010,contra costa,antioch,102125,13,32,313,506,1087,1049,960,36,864,3132,3960,0.03877600979192167
2010,san bernardino,apple valley,71834,2,22,58,106,592,1107,190,14,188,1903,2077,0.028913884789932343
2010,los angeles,arcadia,56465,1,5,36,46,364,1267,106,3,88,1740,1825,0.03232090675639777
2010,humboldt,arcata,17172,0,6,14,20,172,444,32,15,40,663,688,0.04006522245515956
2010,san luis obispo,arroyo grande,17358,0,3,5,17,76,224,17,2,25,319,342,0.0197027307293467
2010,los angeles,artesia,16146,0,3,33,28,81,140,44,1,64,266,329,0.020376563854824725
2010,kern,arvin,15410,0,1,19,167,186,232,82,14,187,514,687,0.0445814406229721
2010,san luis obispo,atascadero,28468,0,10,8,61,152,435,33,5,79,625,699,0.02455388506393143
2010,san mateo,atherton,7527,0,3,4,14,28,107,1,0,21,136,157,0.020858243656171116
2010,merced,atwater,26495,4,6,23,81,322,700,106,14,114,1142,1242,0.046876769201736175
2010,placer,auburn,13432,0,7,14,38,60,189,42,5,59,296,350,0.02605717689100655
2010,los angeles,avalon,3087,0,0,0,24,21,38,16,0,24,75,99,0.03206997084548105
2010,kings,avenal,16523,2,2,8,45,63,66,14,10,57,153,200,0.012104339405676935
2010,los angeles,azusa,46824,2,11,63,150,276,731,129,1,226,1137,1362,0.029087647360328036
